ISO3,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
#country+code,#meta+id,#indicator+name,#indicator+value+num,#indicator+precision,,#country+name,#date+year,#survey+id,#indicator+code,,,,,,,#indicator+label+code,#indicator+label,,,,,,,,,,,
BGD,288476,Under-five mortality rate,54,0,BD,Bangladesh,2014,BD2014DHS,CM_ECMR_C_U5M,63206050,I,1000,0,Total,Total,14003,Ten years preceding the survey,1,0,CMECMRCU5M,,2014,DHS,,,49,58,
BGD,415942,Place of delivery: Health facility,37.4,1,BD,Bangladesh,2014,BD2014DHS,RH_DELP_C_DHF,83566070,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCDHF,,2014,DHS,4904,4734,,,
BGD,129561,Place of delivery: Health facility,39.5,1,BD,Bangladesh,2014,BD2014DHS,RH_DELP_C_DHF,83566070,I,1000,0,Total,Total,14002,Two years preceding the survey,1,1,RHDELPCDHF,,2014,DHS,3253,3130,,,
BGD,76362,Fully vaccinated (8 basic antigens),83.8,1,BD,Bangladesh,2014,BD2014DHS,CH_VACC_C_BAS,93906230,I,1000,0,Total,Total,0,,1,1,CHVACCCBAS,,2014,DHS,1633,1557,,,
BGD,821629,Treatment of diarrhea: Either ORS or RHF,82.7,1,BD,Bangladesh,2014,BD2014DHS,CH_DIAT_C_ORT,94096040,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCORT,,2014,DHS,314,263,,,
BGD,748994,Treatment of diarrhea: Either ORS or RHF,84.3,1,BD,Bangladesh,2014,BD2014DHS,CH_DIAT_C_ORT,94096040,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCORT,,2014,DHS,440,371,,,
BGD,505456,Children stunted,36.1,1,BD,Bangladesh,2014,BD2014DHS,CN_NUTS_C_HA2,104236020,I,1000,0,Total,Total,0,,1,1,CNNUTSCHA2,,2014,DHS,7318,7167,,,
BGD,689676,Children wasted,14.3,1,BD,Bangladesh,2014,BD2014DHS,CN_NUTS_C_WH2,104236050,I,1000,0,Total,Total,0,,1,1,CNNUTSCWH2,,2014,DHS,7318,7167,,,
BGD,825904,Children underweight,32.6,1,BD,Bangladesh,2014,BD2014DHS,CN_NUTS_C_WA2,104236090,I,1000,0,Total,Total,0,,1,1,CNNUTSCWA2,,2014,DHS,7318,7167,,,
BGD,207157,Median duration of exclusive breastfeeding,2.8,1,BD,Bangladesh,2014,BD2014DHS,CN_BFDR_C_MDE,104336020,I,1000,0,Total,Total,0,,1,1,CNBFDRCMDE,,2014,DHS,,,,,
BGD,137415,Women with secondary or higher education,45.9,1,BD,Bangladesh,2014,BD2014DHS,ED_EDUC_W_SEH,231203100,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,EDEDUCWSEH,,2014,DHS,17863,17863,,,
BGD,137915,Women who are literate,66.3,1,BD,Bangladesh,2014,BD2014DHS,ED_LITR_W_LIT,231233090,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,EDLITRWLIT,,2014,DHS,17863,17863,,,
BGD,727263,Households with electricity,62.4,1,BD,Bangladesh,2014,BD2014DHS,HC_ELEC_H_ELC,260321010,I,1000,0,Total,Total,0,,1,1,HCELECHELC,,2014,DHS,17300,17300,,,
BGD,314100,Total fertility rate 15-49,2.3,1,BD,Bangladesh,2017,BD2017DHS,FE_FRTR_W_TFR,11763080,I,1000,0,Total,Total,0,,1,1,FEFRTRWTFR,,2017-18,DHS,,,,,
BGD,654915,Married women currently using any method of contraception,61.9,1,BD,Bangladesh,2017,BD2017DHS,FP_CUSM_W_ANY,32633010,I,1000,0,Total,Total,0,,1,1,FPCUSMWANY,,2017-18,DHS,18984,18895,,,
BGD,654916,Married women currently using any modern method of contraception,51.9,1,BD,Bangladesh,2017,BD2017DHS,FP_CUSM_W_MOD,32633020,I,1000,0,Total,Total,0,,1,1,FPCUSMWMOD,,2017-18,DHS,18984,18895,,,
BGD,465336,Unmet need for family planning,12,1,BD,Bangladesh,2017,BD2017DHS,FP_NADM_W_UNT,32933030,I,1000,0,Total,Total,0,,1,1,FPNADMWUNT,,2017-18,DHS,18984,18895,,,
BGD,750859,Demand for family planning satisfied by modern methods,70.3,1,BD,Bangladesh,2017,BD2017DHS,FP_NADM_W_PDM,32933150,I,1000,0,Total,Total,0,,1,1,FPNADMWPDM,,2017-18,DHS,14019,13986,,,
BGD,241629,Median age at first marriage [Women]: 25-49,16,1,BD,Bangladesh,2017,BD2017DHS,MA_AAFM_W_M2B,41633090,I,1000,0,Total,Total,0,,1,1,MAAAFMWM2B,,2017-18,DHS,,,,,
BGD,241652,Median age at first sexual intercourse [Women]: 25-49,16.2,1,BD,Bangladesh,2017,BD2017DHS,SX_AAFS_W_M2B,51703090,I,1000,0,Total,Total,0,,1,1,SXAAFSWM2B,,2017-18,DHS,,,,,
BGD,148875,Infant mortality rate,38,0,BD,Bangladesh,2017,BD2017DHS,CM_ECMR_C_IMR,63206030,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CMECMRCIMR,,2017-18,DHS,,,33,43,
BGD,288651,Infant mortality rate,41,0,BD,Bangladesh,2017,BD2017DHS,CM_ECMR_C_IMR,63206030,I,1000,0,Total,Total,14003,Ten years preceding the survey,1,0,CMECMRCIMR,,2017-18,DHS,,,37,44,
BGD,141785,Under-five mortality rate,45,0,BD,Bangladesh,2017,BD2017DHS,CM_ECMR_C_U5M,63206050,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CMECMRCU5M,,2017-18,DHS,,,40,50,
BGD,159950,Under-five mortality rate,49,0,BD,Bangladesh,2017,BD2017DHS,CM_ECMR_C_U5M,63206050,I,1000,0,Total,Total,14003,Ten years preceding the survey,1,0,CMECMRCU5M,,2017-18,DHS,,,45,52,
BGD,631894,Place of delivery: Health facility,49.4,1,BD,Bangladesh,2017,BD2017DHS,RH_DELP_C_DHF,83566070,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCDHF,,2017-18,DHS,5338,5304,,,
BGD,761935,Place of delivery: Health facility,50.6,1,BD,Bangladesh,2017,BD2017DHS,RH_DELP_C_DHF,83566070,I,1000,0,Total,Total,14002,Two years preceding the survey,1,1,RHDELPCDHF,,2017-18,DHS,3590,3581,,,
BGD,417438,Fully vaccinated (8 basic antigens),89.1,1,BD,Bangladesh,2017,BD2017DHS,CH_VACC_C_BAS,93906230,I,1000,0,Total,Total,0,,1,1,CHVACCCBAS,,2017-18,DHS,1679,1666,,,
BGD,180232,Treatment of diarrhea: Either ORS or RHF,83.2,1,BD,Bangladesh,2017,BD2017DHS,CH_DIAT_C_ORT,94096040,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCORT,,2017-18,DHS,333,344,,,
BGD,724517,Treatment of diarrhea: Either ORS or RHF,85.1,1,BD,Bangladesh,2017,BD2017DHS,CH_DIAT_C_ORT,94096040,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCORT,,2017-18,DHS,396,412,,,
BGD,231516,Children stunted,30.8,1,BD,Bangladesh,2017,BD2017DHS,CN_NUTS_C_HA2,104236020,I,1000,0,Total,Total,0,,1,1,CNNUTSCHA2,,2017-18,DHS,8108,8111,,,
BGD,704417,Children wasted,8.4,1,BD,Bangladesh,2017,BD2017DHS,CN_NUTS_C_WH2,104236050,I,1000,0,Total,Total,0,,1,1,CNNUTSCWH2,,2017-18,DHS,8113,8110,,,
BGD,420729,Children underweight,21.9,1,BD,Bangladesh,2017,BD2017DHS,CN_NUTS_C_WA2,104236090,I,1000,0,Total,Total,0,,1,1,CNNUTSCWA2,,2017-18,DHS,8335,8314,,,
BGD,231538,Median duration of exclusive breastfeeding,4.1,1,BD,Bangladesh,2017,BD2017DHS,CN_BFDR_C_MDE,104336020,I,1000,0,Total,Total,0,,1,1,CNBFDRCMDE,,2017-18,DHS,,,,,
BGD,390103,Women with secondary or higher education,52.2,1,BD,Bangladesh,2017,BD2017DHS,ED_EDUC_W_SEH,231203100,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,EDEDUCWSEH,,2017-18,DHS,20127,20127,,,
BGD,692001,Women who are literate,73.3,1,BD,Bangladesh,2017,BD2017DHS,ED_LITR_W_LIT,231233090,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,EDLITRWLIT,,2017-18,DHS,20127,20127,,,
BGD,36494,Households with electricity,81.5,1,BD,Bangladesh,2017,BD2017DHS,HC_ELEC_H_ELC,260321010,I,1000,0,Total,Total,0,,1,1,HCELECHELC,,2017-18,DHS,19457,19457,,,
BGD,335725,Total fertility rate 15-49,2.3,1,BD,Bangladesh,2022,BD2022DHS,FE_FRTR_W_TFR,11763080,I,1000,0,Total,Total,0,,1,1,FEFRTRWTFR,,2022,DHS,,,,,
BGD,602234,Married women currently using any method of contraception,64,1,BD,Bangladesh,2022,BD2022DHS,FP_CUSM_W_ANY,32633010,I,1000,0,Total,Total,0,,1,1,FPCUSMWANY,,2022,DHS,19060,18987,,,
BGD,602235,Married women currently using any modern method of contraception,54.7,1,BD,Bangladesh,2022,BD2022DHS,FP_CUSM_W_MOD,32633020,I,1000,0,Total,Total,0,,1,1,FPCUSMWMOD,,2022,DHS,19060,18987,,,
BGD,347596,Unmet need for family planning,10,1,BD,Bangladesh,2022,BD2022DHS,FP_NADM_W_UNT,32933030,I,1000,0,Total,Total,0,,1,1,FPNADMWUNT,,2022,DHS,19060,18987,,,
BGD,417065,Demand for family planning satisfied by modern methods,73.9,1,BD,Bangladesh,2022,BD2022DHS,FP_NADM_W_PDM,32933150,I,1000,0,Total,Total,0,,1,1,FPNADMWPDM,,2022,DHS,14106,14062,,,
BGD,334894,Median age at first marriage [Women]: 25-49,16.6,1,BD,Bangladesh,2022,BD2022DHS,MA_AAFM_W_M2B,41633090,I,1000,0,Total,Total,0,,1,1,MAAAFMWM2B,,2022,DHS,,,,,
BGD,334909,Median age at first sexual intercourse [Women]: 25-49,16.6,1,BD,Bangladesh,2022,BD2022DHS,SX_AAFS_W_M2B,51703090,I,1000,0,Total,Total,0,,1,1,SXAAFSWM2B,,2022,DHS,,,,,
BGD,333236,Infant mortality rate,27,0,BD,Bangladesh,2022,BD2022DHS,CM_ECMR_C_IMR,63206030,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CMECMRCIMR,,2022,DHS,,,24,31,
BGD,113524,Infant mortality rate,33,0,BD,Bangladesh,2022,BD2022DHS,CM_ECMR_C_IMR,63206030,I,1000,0,Total,Total,14003,Ten years preceding the survey,1,0,CMECMRCIMR,,2022,DHS,,,30,36,
BGD,158530,Under-five mortality rate,32,0,BD,Bangladesh,2022,BD2022DHS,CM_ECMR_C_U5M,63206050,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CMECMRCU5M,,2022,DHS,,,29,36,
BGD,333269,Under-five mortality rate,38,0,BD,Bangladesh,2022,BD2022DHS,CM_ECMR_C_U5M,63206050,I,1000,0,Total,Total,14003,Ten years preceding the survey,1,0,CMECMRCU5M,,2022,DHS,,,35,42,
BGD,609558,Place of delivery: Health facility,63.5,1,BD,Bangladesh,2022,BD2022DHS,RH_DELP_C_DHF,83566070,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCDHF,,2022,DHS,5406,5342,,,
BGD,415109,Place of delivery: Health facility,64.8,1,BD,Bangladesh,2022,BD2022DHS,RH_DELP_C_DHF,83566070,I,1000,0,Total,Total,14002,Two years preceding the survey,1,1,RHDELPCDHF,,2022,DHS,3691,3635,,,
BGD,538906,Treatment of diarrhea: Either ORS or RHF,73.8,1,BD,Bangladesh,2022,BD2022DHS,CH_DIAT_C_ORT,94096040,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCORT,,2022,DHS,315,314,,,
BGD,730244,Treatment of diarrhea: Either ORS or RHF,75.7,1,BD,Bangladesh,2022,BD2022DHS,CH_DIAT_C_ORT,94096040,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCORT,,2022,DHS,412,410,,,
BGD,749235,Children stunted,23.6,1,BD,Bangladesh,2022,BD2022DHS,CN_NUTS_C_HA2,104236020,I,1000,0,Total,Total,0,,1,1,CNNUTSCHA2,,2022,DHS,4252,4260,,,
BGD,370183,Children wasted,11,1,BD,Bangladesh,2022,BD2022DHS,CN_NUTS_C_WH2,104236050,I,1000,0,Total,Total,0,,1,1,CNNUTSCWH2,,2022,DHS,4254,4260,,,
BGD,620688,Children underweight,22.3,1,BD,Bangladesh,2022,BD2022DHS,CN_NUTS_C_WA2,104236090,I,1000,0,Total,Total,0,,1,1,CNNUTSCWA2,,2022,DHS,4313,4316,,,
BGD,370231,Median duration of exclusive breastfeeding,3.2,1,BD,Bangladesh,2022,BD2022DHS,CN_BFDR_C_MDE,104336020,I,1000,0,Total,Total,0,,1,1,CNBFDRCMDE,,2022,DHS,,,,,
BGD,82506,Women with secondary or higher education,59.4,1,BD,Bangladesh,2022,BD2022DHS,ED_EDUC_W_SEH,231203100,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,EDEDUCWSEH,,2022,DHS,30078,30078,,,
BGD,419713,Women who are literate,78.2,1,BD,Bangladesh,2022,BD2022DHS,ED_LITR_W_LIT,231233090,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,EDLITRWLIT,,2022,DHS,30078,30078,,,
BGD,333914,Households with electricity,99.2,1,BD,Bangladesh,2022,BD2022DHS,HC_ELEC_H_ELC,260321010,I,1000,0,Total,Total,0,,1,1,HCELECHELC,,2022,DHS,30018,30018,,,
